Gene,logFC,P-value,Adj_P
ILMN_1700257,0.2121788724901963,0.0001903657900230937,0.006952124516951622
ILMN_2312194,-0.22843822079411602,0.00019055739426069665,0.006952124516951622
ILMN_2059357,-0.7643683323333335,0.0001906355450527562,0.006952124516951622
ILMN_1789059,0.1880896485882344,0.00019059563315892124,0.006952124516951622
ILMN_3299407,-0.2561557673725492,0.00019313988120629665,0.007023995956024573
ILMN_1783231,-0.2959534234901966,0.0001944097303820852,0.007050700001322732
ILMN_1760303,-0.23265448937255329,0.00019578951923555,0.00706183293352333
ILMN_2365091,0.632630582470588,0.00019571619663499715,0.00706183293352333
ILMN_2307025,0.20042478654901963,0.00019794693619279265,0.007120140478082282
ILMN_2142815,-0.2355932066666675,0.00020032955668365348,0.007186208756785554
ILMN_2352131,-0.33528697129411755,0.00020283357857940406,0.007256261038037648
ILMN_3214256,-0.3058000198431374,0.0002038946298271806,0.007274452037059166
ILMN_1760620,0.22368546167647185,0.0002096892891908717,0.0073346830566241375
ILMN_1773764,-0.24949931297058825,0.00021045650493424346,0.0073346830566241375
ILMN_1787461,-0.32529441558823535,0.0002085555365364697,0.0073346830566241375
ILMN_1678037,-0.239582320323529,0.00021059705244237935,0.0073346830566241375
ILMN_1684943,-0.421069136245098,0.00020801901264951155,0.0073346830566241375
ILMN_1687785,-0.18972208085294096,0.00020817024604683453,0.0073346830566241375
ILMN_1699521,-0.32658481441176335,0.00020643311121562312,0.0073346830566241375
ILMN_2338785,-0.21497963039215406,0.00020987725344276254,0.0073346830566241375
ILMN_3282174,-0.30351540612745254,0.0002069759308764623,0.0073346830566241375
ILMN_2260991,0.37135251296078486,0.0002112369604826637,0.00733755827111944
ILMN_1726064,-0.17481728140196218,0.00021186296911560937,0.007339936811597361
ILMN_2093231,-0.14650811480392179,0.0002127220960369351,0.007350357990357613
ILMN_1735432,-0.1720957593725494,0.00021537670756826085,0.007355568284964313
ILMN_1671404,0.26159888449019775,0.0002143257483650352,0.007355568284964313
ILMN_2324998,-0.17935278604901939,0.00021513397650397116,0.007355568284964313
ILMN_1811063,-0.24992207725490267,0.0002156664913024098,0.007355568284964313
ILMN_1761486,-0.23845528911764724,0.00021445165949143894,0.007355568284964313
ILMN_1757467,0.41303125079411807,0.0002183550368498166,0.0073953119199520675
ILMN_3301440,-0.23869883227450828,0.00021851700242015603,0.0073953119199520675
ILMN_3212833,-0.2705527820882381,0.0002185051594041283,0.0073953119199520675
ILMN_1786242,-0.2904350838627465,0.0002207217452587981,0.007450773785466863
ILMN_1813938,-0.16756786975490368,0.00022154297245578842,0.007459368880768426
ILMN_1678032,0.20547313570588344,0.00022217861500859653,0.007461687414765748
ILMN_1763144,0.1781518774215689,0.00022281441652942098,0.007463999474834166
ILMN_1688089,-0.2895179118039213,0.00022426501823213308,0.007474554341838056
ILMN_1740512,-0.2697351065294109,0.00022372111450080578,0.007474554341838056
ILMN_2122103,-0.32047994609803787,0.00022817506940284572,0.007585668658304201
ILMN_2055165,0.10780431591176232,0.00023074501225419118,0.00765178359276178
ILMN_1755234,0.24624873100980427,0.00023356403473124494,0.007708867360292235
ILMN_1680403,-0.21166910698039132,0.00023363752956753528,0.007708867360292235
ILMN_1680850,-0.174796602558823,0.0002386472438699263,0.007834646872543378
ILMN_3306977,0.27703404331372594,0.00023923877157490774,0.007834646872543378
ILMN_1696046,-0.19581290970588316,0.00023928591357015943,0.007834646872543378
ILMN_2153787,-0.21896899790196134,0.00023983005618192035,0.007834646872543378
ILMN_1704554,-0.31312557915686234,0.00024172546538230936,0.007877019187520056
ILMN_2215656,-0.18219788955882343,0.00024443862282393233,0.007945764122165602
ILMN_1695246,0.45481385340196123,0.0002454845865971263,0.00796010980923933
ILMN_1738921,0.1459495458431368,0.0002465424934957897,0.007974771319095998
ILMN_2145997,-0.2665297066372547,0.00024901741118923764,0.007997679071988359
ILMN_1768470,-0.18970604374509836,0.00024907318036575975,0.007997679071988359
ILMN_2331163,-0.21038368946078467,0.00024810595587659184,0.007997679071988359
ILMN_1793950,0.2359700534117657,0.0002503015661620826,0.008017567198354785
ILMN_1790062,0.14812648988235377,0.0002528646063996304,0.008080006172939644
ILMN_2175894,-0.2168125291372549,0.0002542547261691459,0.008085177463808711
ILMN_1809866,-0.2374443847647063,0.00025379135530956596,0.008085177463808711
ILMN_1828754,-0.19855109917647074,0.00025528685400502986,0.008098437187894502
ILMN_1767365,0.25896283572549095,0.0002569711433906108,0.008118225652812063
ILMN_3243943,0.3723942916372551,0.00025714394965610564,0.008118225652812063
ILMN_1716441,-0.2556418918039203,0.00025853250463548456,0.008132319803061634
ILMN_1681670,-0.22690267782353057,0.00025882582586272875,0.008132319803061634
ILMN_1832879,0.3534563397549011,0.0002604517483153713,0.00816392206326634
ILMN_1781580,0.23749719180392148,0.0002625658817117354,0.008210640932862225
ILMN_3276209,-0.3162807460490207,0.00026692824757132796,0.008287996177538991
ILMN_1748916,-0.18879015497058926,0.0002664437407304868,0.008287996177538991
ILMN_1724658,-0.26285864025490113,0.00026596160878577504,0.008287996177538991
ILMN_1666049,0.2570689890882356,0.00026879422682795327,0.008304491594520114
ILMN_2374159,0.13457547438235284,0.0002693519111933224,0.008304491594520114
ILMN_1869109,-0.2288259715686296,0.000268436978215304,0.008304491594520114
ILMN_3227529,-0.31993932412745085,0.0002702149846469028,0.008311636151580551
ILMN_1775243,-0.2942759653333358,0.0002718259204413343,0.008322298238628293
ILMN_1676799,0.17583771602941134,0.0002715406268333582,0.008322298238628293
ILMN_1732967,0.2068952149999994,0.0002735200618926509,0.008354736925328884
ILMN_1670895,-0.16625816324510012,0.00027593214451131307,0.008374702832008944
ILMN_2359710,0.29647147489215664,0.0002771229927471328,0.008374702832008944
ILMN_3225121,-0.2835644532549013,0.00027483849972601313,0.008374702832008944
ILMN_1741985,0.19445884489215803,0.00027735438167534373,0.008374702832008944
ILMN_1674038,0.26743907927451094,0.0002766742440893981,0.008374702832008944
ILMN_1798212,-0.2093704192254897,0.00027957939540807565,0.008422569200337108
ILMN_1652906,0.24801341829411871,0.00028167768382811054,0.008447588765781026
ILMN_1685521,-0.4352833831568619,0.00028169323723341213,0.008447588765781026
ILMN_1716983,0.24245953196078496,0.00028363093532405995,0.008451778164407377
ILMN_2326071,0.13537815519607754,0.00028334478568272265,0.008451778164407377
ILMN_1809951,0.3276542946078447,0.0002844008907582581,0.008451778164407377
ILMN_1669210,-0.3142007533725488,0.00028392931939422525,0.008451778164407377
ILMN_1764323,-0.2150822695490202,0.0002879404078743454,0.008500992994412157
ILMN_1725079,-0.16043106604901958,0.0002879941417020754,0.008500992994412157
ILMN_1802251,0.1770424776078432,0.0002875318331003678,0.008500992994412157
ILMN_1790692,-0.45981355255882583,0.00028890203387157916,0.008508714263801655
ILMN_1689445,-0.2356316462254906,0.00029142026612195094,0.008563722775659562
ILMN_1672755,-0.1830507300980404,0.00029238216935717205,0.00857285358482666
ILMN_2115340,0.2940307283235297,0.000294780783646821,0.008623975592689775
ILMN_1715702,0.17648289700980335,0.0002990359863978407,0.008709753895857462
ILMN_1900661,-0.21436052990196153,0.00029856352081260827,0.008709753895857462
ILMN_1911677,-0.3762573660784314,0.00030139223600877355,0.008727565984685368
ILMN_1745256,-0.26218199187254854,0.00030153152334043204,0.008727565984685368
ILMN_1673933,-0.2212496345588244,0.00030163634812243386,0.008727565984685368
ILMN_2353633,0.32680613800000025,0.00030258968335309365,0.008735949959086574
ILMN_1692785,0.316754064107843,0.00030347610873106344,0.008742369740578666
ILMN_2274420,0.2035666307549029,0.0003055235116318021,0.008763000066737853
ILMN_1766762,0.21129563071568658,0.00030552135003298275,0.008763000066737853
ILMN_3182069,0.29243409846078405,0.00030752934498336427,0.008763255036160152
ILMN_1771139,-0.25747707790196284,0.00030728686262271657,0.008763255036160152
ILMN_1736548,-0.18537129006862685,0.00030641934681006027,0.008763255036160152
ILMN_1690252,-0.18090908160784291,0.0003134229362642208,0.008896545909320779
ILMN_1791149,-0.14528610446078272,0.0003135584733706678,0.008896545909320779
ILMN_1781560,0.2512879278235287,0.0003153697029550181,0.008927321976519492
ILMN_1739450,0.14258764400000246,0.000315999395446873,0.008927321976519492
ILMN_1755303,0.23859297236274557,0.0003170944484831079,0.008939075833576265
ILMN_3289352,-0.35747465048039295,0.0003204030939367964,0.009013048571961378
ILMN_1758658,0.2520377979117656,0.0003261404374419135,0.009076266838605617
ILMN_2188204,-0.12056562810784399,0.00032740323496133233,0.009076266838605617
ILMN_1700159,0.2096440936372561,0.00032527370470688627,0.009076266838605617
ILMN_1692545,-0.2511694072254915,0.0003241091158769745,0.009076266838605617
ILMN_2246894,-0.19184976342156723,0.0003254091510138892,0.009076266838605617
ILMN_1790603,-0.17452129518627402,0.0003265783117975009,0.009076266838605617
ILMN_3208014,-0.27891174325490287,0.00032747639562002794,0.009076266838605617
ILMN_1756139,-0.22078532691176544,0.00033104579285226754,0.00915591988004223
ILMN_1754315,-0.18968327239215643,0.0003341521511876558,0.009222459267055531
ILMN_1673363,0.19919642637254853,0.00033524196136916175,0.009233180797960282
ILMN_1693009,0.19777718568627733,0.0003397470200087856,0.00929889712768329
ILMN_1788538,-0.345787243450979,0.00033973045753004456,0.00929889712768329
ILMN_2276952,0.45161339850980475,0.0003385526873061423,0.00929889712768329
ILMN_1704619,-0.12287222399019626,0.00034048151569135893,0.009299666294765021
ILMN_2292178,0.7117830504411771,0.00034243349991805954,0.009314332699217467
ILMN_1750969,0.1698664650490187,0.0003420749050476225,0.009314332699217467
ILMN_1677843,0.19014890541176577,0.00034430066021761454,0.009326580641491555
ILMN_1860084,-0.22125252799999906,0.0003438639006410545,0.009326580641491555
ILMN_3188984,0.2155047492549027,0.00034568153593972936,0.00934084386962154
ILMN_1799488,-0.17747106462745332,0.00034695576545726797,0.00934084386962154
ILMN_3280020,-0.3650153726568641,0.00034649879254231676,0.00934084386962154
ILMN_1761113,-0.19089207832352884,0.00035144333787546334,0.00942311923244496
ILMN_2199022,0.15240189671568505,0.0003507584214593108,0.00942311923244496
ILMN_1711073,-0.1723102676470578,0.00035344845700233964,0.00945761978950366
ILMN_1787529,0.4692834308235305,0.00035616040601788685,0.009478606336608433
ILMN_3288755,0.25814444179411744,0.000356392718315319,0.009478606336608433
ILMN_1788604,0.18264164566666885,0.00035626527443259176,0.009478606336608433
ILMN_1651949,0.1890101628627452,0.00035767529111403935,0.009493538724831307
ILMN_1652754,-0.26802720189215634,0.0003590224368267578,0.009505151891658539
ILMN_2214278,0.2782905978137258,0.00035973674364903004,0.009505151891658539
ILMN_2390821,-0.21394565958823364,0.000360278829771182,0.009505151891658539
ILMN_1670841,0.2089690264607844,0.0003627552144881665,0.009551344797473424
ILMN_1662331,-0.1908599047549,0.0003642370120155342,0.00955885232958102
ILMN_1752478,-0.2760705106666652,0.00036481796580413374,0.00955885232958102
ILMN_1680436,0.34680126389215715,0.00036521858881726193,0.00955885232958102
ILMN_1661306,-0.22697572196078397,0.00036850883183238024,0.009568873315726402
ILMN_1732071,0.37638780413725303,0.0003663960178085345,0.009568873315726402
ILMN_1762712,0.1934793967450954,0.00036798554032016413,0.009568873315726402
ILMN_1721575,0.22113369723529352,0.0003680681075420901,0.009568873315726402
ILMN_1780189,-0.20840250267646887,0.0003707081540637834,0.009607033165845883
ILMN_1789702,0.20624166124509813,0.0003736628287478795,0.009620665752811407
ILMN_3226291,-0.316252347803923,0.0003753949656264398,0.009620665752811407
ILMN_1746265,-0.2580537554901965,0.00037561885278731964,0.009620665752811407
ILMN_2325837,-0.40466725052941044,0.0003738583475629838,0.009620665752811407
ILMN_1796146,0.30469920636274406,0.00037517221329988807,0.009620665752811407
ILMN_1703926,-0.3026817687745105,0.00037279600517292996,0.009620665752811407
ILMN_2062714,-0.38342437354901904,0.00037868955076953944,0.009654955273754148
ILMN_3262031,-0.1452763493627458,0.0003778821908392831,0.009654955273754148
ILMN_1748124,0.25533917245097904,0.0003791577574273372,0.009654955273754148
ILMN_2246956,-0.2813932698235302,0.0003824033678355959,0.009659910403994238
ILMN_3248928,-0.19235417893137186,0.00038322074925999257,0.009659910403994238
ILMN_1666208,0.1788524491470591,0.00038309620204419337,0.009659910403994238
ILMN_3267760,-0.2982899767352958,0.00038375489109677074,0.009659910403994238
ILMN_1772369,-0.15286427251960877,0.0003829363419320724,0.009659910403994238
ILMN_1733259,0.462343780166667,0.00038327231979484234,0.009659910403994238
ILMN_1764414,0.296763339686275,0.00039012240989866044,0.009801453294495924
ILMN_1713749,0.1736127255196056,0.0003914120970706463,0.009805644053867291
ILMN_3211132,-0.26384057543137374,0.0003917788661096996,0.009805644053867291
ILMN_1672687,-0.22368319100980294,0.0003964332052692767,0.009903307680019029
ILMN_1769779,0.3179330235980391,0.00039760803198053766,0.009913844206484428
ILMN_1749612,-0.20091122922549154,0.00040090048090327276,0.009977041268604131
ILMN_1690561,-0.4102861870784311,0.00040198744317731237,0.009979376678006361
ILMN_1767111,0.220683081676472,0.000402510369618031,0.009979376678006361
ILMN_1685088,-0.26242765686274616,0.00040803212501638024,0.009984652278514212
ILMN_1834842,0.3284059685686298,0.0004059299609187081,0.009984652278514212
ILMN_1777721,0.1218756342254892,0.0004075578690228052,0.009984652278514212
ILMN_1781198,0.31574783436274423,0.0004080047889561902,0.009984652278514212
ILMN_1743711,-0.17543188869607906,0.0004064274700558259,0.009984652278514212
ILMN_1663220,-0.202826791558822,0.0004068715284838293,0.009984652278514212
ILMN_1705663,0.23538204187254852,0.0004078566989031021,0.009984652278514212
ILMN_1714444,-0.31335252616666587,0.0004098629241002543,0.010010844890129588
ILMN_2402168,-0.22764752398039256,0.0004107354984813392,0.010013579328716353
ILMN_1760714,-0.19562390539215713,0.00041303730986079354,0.010051083519995096
ILMN_1797893,-0.2511275367058827,0.0004139001533033961,0.010053497266124003
ILMN_1719205,-0.2530621493235312,0.000415740107163735,0.010079592100940279
ILMN_1795419,0.15247346588235455,0.000418448503568206,0.010126607627712192
ILMN_1803744,-0.1557877753725485,0.0004212870700956318,0.010139386248279694
ILMN_1815719,0.15906301910784215,0.00042017131530264993,0.010139386248279694
ILMN_3294335,-0.20599762265686117,0.0004205635396459837,0.010139386248279694
ILMN_2203950,0.16145354578431537,0.0004235457159765251,0.010156655814578015
ILMN_1679382,-0.1831753145098043,0.0004235475915080388,0.010156655814578015
ILMN_2097793,-0.24278198061764744,0.00043094437255799303,0.010188085525241999
ILMN_1651964,0.2893069030392148,0.000427146099629898,0.010188085525241999
ILMN_1726222,0.23897341107843495,0.0004299036816406992,0.010188085525241999
ILMN_1724295,-0.2806580498235274,0.0004272164153737978,0.010188085525241999
ILMN_2070300,-0.19700159719607768,0.00043104926984882593,0.010188085525241999
ILMN_1815292,-0.31750547319607847,0.00042965962749614444,0.010188085525241999
ILMN_1744147,-0.1796523194901951,0.00043025842262703833,0.010188085525241999
ILMN_2133360,-0.08569380843137431,0.0004281159260752647,0.010188085525241999
ILMN_1736863,0.42797185784313463,0.00043263117747559303,0.010207149554598893
ILMN_2261416,-0.40304074933333567,0.000433942683242906,0.01021977714649885
ILMN_3279219,-0.20788406255882386,0.0004387951847014054,0.010315604654632146
ILMN_3222974,0.18401071356862797,0.00044047073842172014,0.010336537025529316
ILMN_3266944,-0.2965878371862738,0.00044125606342531904,0.010336541058708765
ILMN_1747223,-0.13619452229411788,0.0004421851922124737,0.01033990773619399
ILMN_1784320,0.239115922029411,0.0004458658959103158,0.01040749028308388
ILMN_1793287,-0.2936807782843145,0.0004515275670188872,0.010502403568557686
ILMN_1692473,-0.24349269422549025,0.00045114137333104453,0.010502403568557686
ILMN_1671843,0.2541011127156869,0.0004555066791936748,0.010576270602442204
ILMN_1723874,-0.1667734494313713,0.00045751965895793285,0.010580774289644362
ILMN_1718424,-0.21406079808823542,0.0004581117618759807,0.010580774289644362
ILMN_2148507,-0.19110766716666738,0.0004575089731668376,0.010580774289644362
ILMN_1667840,0.21417907544117565,0.00045915709631791824,0.010586345311778272
ILMN_1734544,0.2697368970588254,0.00046011492506442184,0.010589882846980966
ILMN_1652085,-0.19912876639215593,0.00046230925138382087,0.010617282975878753
ILMN_1732216,-0.17976046328431394,0.0004649090747925554,0.010617282975878753
ILMN_1783843,0.22642487578431325,0.0004653378106404892,0.010617282975878753
ILMN_1748432,-0.18512599199019597,0.0004641561375088313,0.010617282975878753
ILMN_1769634,-0.19549144831372622,0.00046454041236081893,0.010617282975878753
ILMN_1735367,0.23307501598038982,0.00046877440512551883,0.010658747916195952
ILMN_2354140,-0.19112567651960877,0.00046828861276735327,0.010658747916195952
ILMN_1884193,0.31977259783333345,0.0004701407483979211,0.010671384401135572
ILMN_1728662,0.32314484178431346,0.0004710956582777174,0.010674654632058777
ILMN_1682081,0.32922135624509696,0.0004719546274378762,0.010675743419621374
ILMN_2329927,0.44481400103921587,0.00047483869767962213,0.010722558241770541
ILMN_3200299,-0.2339579766666695,0.0004763292442781089,0.010737798802947437
ILMN_1713006,0.23159708461764694,0.00047720681727810103,0.010739192734130256
ILMN_1763568,-0.1874015298333349,0.00048254016549090727,0.010745238537816774
ILMN_1700628,-0.2159675505294114,0.0004792767147783571,0.010745238537816774
ILMN_3191695,-0.2091948509705892,0.00048275793140287475,0.010745238537816774
ILMN_3209180,0.25715622566666685,0.00048188991011537076,0.010745238537816774
ILMN_1792176,0.1812497284509802,0.0004831888503142826,0.010745238537816774
ILMN_1789999,-0.1776484467450974,0.000478532810271202,0.010745238537816774
ILMN_3288717,0.27217520954902064,0.0004805903144516367,0.010745238537816774
ILMN_1727001,-0.1744807928627461,0.0004847900727618518,0.010761861854453172
ILMN_3257430,-0.19568272556862798,0.00048638874313707844,0.010761861854453172
ILMN_1773485,0.24206935901960858,0.00048589863693348996,0.010761861854453172
ILMN_1744240,-0.24357416256862585,0.0004872463299783733,0.010762748211686718
ILMN_1795822,-0.24220064988235102,0.0004885029886537701,0.010772431902222586
ILMN_1654268,0.304422533235293,0.0004899464384855324,0.010786195422511764
ILMN_1798827,0.2835182314509801,0.0004969605376824491,0.010922346374940639
ILMN_3283470,-0.3149452004019624,0.000500311298760464,0.010923048504446947
ILMN_1772605,0.19337315367646912,0.0004997994512072073,0.010923048504446947
ILMN_1767422,-0.173746816450981,0.0005000121166616305,0.010923048504446947
ILMN_1729495,0.11141290623529532,0.0005001919542729423,0.010923048504446947
ILMN_2386982,0.20876284071568563,0.0005057587441242275,0.011023698454297112
ILMN_2103919,-0.315028134009804,0.0005083854429965345,0.01106263530090806
ILMN_1705753,-0.20489354686274464,0.0005115847267428388,0.011091677949419855
ILMN_2072178,0.5070379327058827,0.0005122476409606739,0.011091677949419855
ILMN_3236680,-0.31192620792156855,0.0005108982820136833,0.011091677949419855
ILMN_1692219,0.22526450972549306,0.000514086680731185,0.011107043601164842
ILMN_1683447,-0.268490105127448,0.0005146446332480482,0.011107043601164842
ILMN_2184373,-0.9288873624705865,0.0005170814652237746,0.01112316583279574
ILMN_1689156,-0.16847807991176467,0.0005170056031121399,0.01112316583279574
ILMN_1658464,-0.20237894671568846,0.0005203334421771075,0.01117486095638111
ILMN_2408415,-0.3300021416274532,0.0005229523242821603,0.0112128132722714
ILMN_1715863,0.31785362063725486,0.0005274624211974009,0.011291126463518346
ILMN_1813256,0.2524854251176478,0.0005291743507031307,0.011309383647738175
ILMN_2389013,0.11442387574509905,0.0005313533767045155,0.011310934004970647
ILMN_1676088,0.2628697370392157,0.0005361202293278909,0.011310934004970647
ILMN_3238078,-0.312187206598038,0.0005345650516185303,0.011310934004970647
ILMN_1736048,0.27162043770587996,0.0005353170644510281,0.011310934004970647
ILMN_1652955,-0.22638822758823984,0.0005321545860413725,0.011310934004970647
ILMN_1805535,0.25508662581372565,0.0005331376409808745,0.011310934004970647
ILMN_3237396,-0.2095149997549015,0.0005348198674032323,0.011310934004970647
ILMN_2097546,-0.15690451411764883,0.0005342591126123856,0.011310934004970647
ILMN_1799815,-0.17698051784313584,0.0005387624741162951,0.011322180137183172
ILMN_1714197,0.1471204443921561,0.0005383863164223842,0.011322180137183172
ILMN_1676924,-0.33405739201960927,0.0005392333418924306,0.011322180137183172
ILMN_2402805,0.2573955646568624,0.0005413427097798495,0.011344633187331803
ILMN_3244117,-0.3935264429509804,0.0005420261507657959,0.011344633187331803
ILMN_1669394,-0.21591233308823554,0.0005498679081742587,0.011490493668435103
ILMN_1663142,0.6626378413921561,0.0005507600767115863,0.011490897638523031
ILMN_1657697,-0.16743275311764538,0.000552037365000863,0.011499322642779052
ILMN_1794677,-0.22774113669607754,0.0005550950339417923,0.01150838759345464
ILMN_1790909,0.23445181497059053,0.0005542672539170687,0.01150838759345464
ILMN_1770245,0.25838920919607755,0.000554149708139739,0.01150838759345464
ILMN_1733703,-0.18496151162745278,0.0005567808902773231,0.011525189340410313
ILMN_2374076,0.19025824349019516,0.0005665252935939604,0.011708485855831221
ILMN_1785179,-0.251471221539215,0.0005701199435262933,0.011727545400818206
ILMN_3229570,-0.2958033010294123,0.0005697058081215215,0.011727545400818206
ILMN_1780756,0.1979568264313727,0.0005686244527997812,0.011727545400818206
ILMN_2149494,0.29392399635294275,0.0005722115420714258,0.011752207412434199
ILMN_3219764,-0.3125888412843132,0.0005752240669328262,0.011795677322695727
ILMN_1763364,-0.23326423886274483,0.0005766442851194724,0.0118064105965752
ILMN_1652790,0.2885561584803922,0.0005851822882128244,0.011944069495072611
ILMN_1698231,0.31711299951960914,0.0005845928614232282,0.011944069495072611
ILMN_1709334,0.21252735167647074,0.0005871605232769922,0.011947400755705724
ILMN_1776314,0.21185143447058774,0.0005870463878044919,0.011947400755705724
ILMN_3259712,-0.17947265339215512,0.0005936488805089343,0.012023673095230955
ILMN_1799744,0.16889309411764764,0.0005919725472621287,0.012023673095230955
ILMN_1741264,-0.21292679010784266,0.0005928133428466766,0.012023673095230955
ILMN_1655608,0.18007971342156903,0.0005961063144306466,0.01205489958445386
ILMN_1778478,-0.24197481317646918,0.0005978774689456625,0.012064860113915853
ILMN_2069446,0.14653475325490373,0.0006032431094844965,0.012064860113915853
ILMN_1664798,-0.21603946975490107,0.000604065837618733,0.012064860113915853
ILMN_1759563,0.20810630083333415,0.0006050351877343159,0.012064860113915853
ILMN_1726698,0.23299648058823585,0.000606638699189034,0.012064860113915853
ILMN_1718132,-0.16807833455882193,0.0005986316776266457,0.012064860113915853
ILMN_1699931,-0.21279621389215642,0.0006028042490707501,0.012064860113915853
ILMN_1705743,0.3444362205588236,0.0006029945083170112,0.012064860113915853
ILMN_2208802,-0.22679006491176512,0.000599985684046477,0.012064860113915853
ILMN_1815639,-0.19327033798039217,0.0006022888303055025,0.012064860113915853
ILMN_1688452,-0.1502420675000007,0.0006066796350484082,0.012064860113915853
ILMN_1719392,-0.1971077284999989,0.0006083281028119133,0.012068440004184668
ILMN_1716797,0.22046318149019584,0.0006105264749553353,0.012068440004184668
ILMN_3299558,-0.1802501028039245,0.0006090046890870935,0.012068440004184668
ILMN_1709204,0.21307473710784386,0.0006104691803321146,0.012068440004184668
ILMN_2139816,0.2571302195294116,0.0006115819758870776,0.012071179479090519
ILMN_3216336,-0.25524627098039154,0.0006142974330332573,0.012106625308207834
ILMN_1797031,0.24032137744117588,0.0006161164131368228,0.012124323735345699
ILMN_1790757,-0.18111196653921624,0.0006176786661844304,0.012136924836295563
ILMN_1768958,-0.37508262724509933,0.0006188600008042709,0.0121375918283481
ILMN_2335604,-0.32674276417647174,0.0006195565293315551,0.0121375918283481
ILMN_1728132,-0.3355790838529398,0.0006255772123635708,0.012148995141686558
ILMN_1726805,0.3339464675882349,0.0006217910399489785,0.012148995141686558
ILMN_1809344,0.22128982181372603,0.0006248613824196592,0.012148995141686558
ILMN_1770811,0.2641905777941176,0.0006256545816763505,0.012148995141686558
ILMN_1675669,-0.19650941628431262,0.0006239729055251842,0.012148995141686558
ILMN_1733983,-0.36610101684313623,0.0006256755568601205,0.012148995141686558
ILMN_3290261,-0.18769519472548968,0.0006275639398179902,0.012149822452505649
ILMN_3290353,-0.22494981210784104,0.000626902464570762,0.012149822452505649
ILMN_1665859,0.24839128655882448,0.0006287191267120111,0.012154313220504592
ILMN_3299478,-0.2798602832254904,0.0006312811387574045,0.012168105698010585
ILMN_2193233,-0.4013611421568628,0.000631106138911597,0.012168105698010585
ILMN_2316806,-0.18516908303921653,0.0006399663067330719,0.012299498435242178
ILMN_1673604,0.17692505617647214,0.000639427812562602,0.012299498435242178
ILMN_1806106,-0.19812291641176394,0.0006437089913970889,0.012353394856767749
ILMN_1783702,0.20575586512745048,0.0006453783147168854,0.012367402493810476
ILMN_1737271,-0.3153949746078437,0.0006467760652881334,0.012376172819067261
ILMN_2403730,0.13902446733333385,0.0006547107201753068,0.012419692552028695
ILMN_1695868,-0.20866937536274577,0.0006535361863692376,0.012419692552028695
ILMN_2060652,0.2022200866666668,0.0006542068216252883,0.012419692552028695
ILMN_1653166,0.2940326920588241,0.0006536508397769795,0.012419692552028695
ILMN_1703005,-0.2697631362745092,0.0006524226357005174,0.012419692552028695
ILMN_1688775,0.2450972514803933,0.000650767663622774,0.012419692552028695
ILMN_1812940,-0.1744371603725492,0.0006566029043251544,0.012432799917538333
ILMN_1743104,0.14260607944117787,0.000658234830423412,0.012432799917538333
ILMN_1737604,0.23252972671568628,0.0006576506676768217,0.012432799917538333
ILMN_1651828,-0.20402136925490133,0.0006652616937650736,0.012543324834850197
ILMN_1703327,0.18312568680392083,0.000665991952872031,0.012543324834850197
ILMN_1741711,0.17409460255882347,0.0006681973353924718,0.01254900115760229
ILMN_1775744,-0.1645966307058817,0.0006681997578032059,0.01254900115760229
ILMN_1662618,0.13393469147058923,0.000671812267172167,0.012596283228034614
ILMN_1724236,0.3390648340980382,0.0006726309995676668,0.012596283228034614
ILMN_1673638,-0.14620257323529273,0.0006794263912150842,0.012705466534583217
ILMN_2389970,-0.20856392220588216,0.0006825715883701374,0.012728123174069206
ILMN_3236463,0.2691914582745101,0.0006824037092602752,0.012728123174069206
ILMN_1786658,-0.24622027034313732,0.000685228597107605,0.012759596154061695
ILMN_2222234,-0.18465013358823423,0.0006874836516433261,0.01278350603655987
ILMN_2079803,-0.11157310650980001,0.0006910422165770475,0.012831552582844612
ILMN_3264073,-0.3065954442254881,0.000692665806692047,0.012843584993099717
ILMN_1693664,-0.21995432992156871,0.0006945968707939378,0.012854645873427497
ILMN_1693226,-0.16783136126470577,0.000695215181305004,0.012854645873427497
ILMN_1768962,0.21755525937254916,0.0006974964581943043,0.012878738951091186
ILMN_2367215,0.17893128717647144,0.0007053390318925206,0.012928877657492607
ILMN_1796407,-0.13267761437254855,0.0007044130133758029,0.012928877657492607
ILMN_1782753,0.2183255699019604,0.0007041208735269548,0.012928877657492607
ILMN_2154053,-0.21405834463725526,0.0007015093954478568,0.012928877657492607
ILMN_1652207,-0.10923585568627381,0.0007041022944404943,0.012928877657492607
ILMN_1707336,0.16006129608823372,0.0007061042943970516,0.012928877657492607
ILMN_3206679,-0.26628441338235254,0.0007132867518531765,0.013042250122426484
ILMN_2220283,-0.3846125109117642,0.0007151290199377528,0.013057799649764931
ILMN_1744665,0.21973337499019685,0.000719375548372602,0.013117145560007348
ILMN_1659255,0.28027085563725507,0.0007204044471090661,0.013117737961536454
ILMN_2190851,-0.32392748614705713,0.0007236596807021891,0.013158811735420332
ILMN_1735014,0.1672980673921547,0.0007278412525695072,0.013198388553825843
ILMN_2192683,-0.18793024335294017,0.0007277215780023224,0.013198388553825843
ILMN_3280496,-0.2556614218039215,0.0007323058083513503,0.013261081109966336
ILMN_2206716,0.08884713294117574,0.0007334209376428552,0.013263031104489271
ILMN_3201986,-0.2639373994901941,0.0007360876965228807,0.013275787847409702
ILMN_1679195,0.16958512784314017,0.000736143192450367,0.013275787847409702
